Number,Gender,Age,Income
71520,Male,27,100681
71521,Female,31,96086
71522,Female,36,79106
71523,Female,29,104672
71524,Male,64,95784
71525,Female,28,102194
71526,Male,36,91154
71527,Male,41,95213
71528,Male,31,120814
71529,Male,26,96546
71530,Male,43,102920
71531,Male,45,105094
71532,Female,31,94504
71533,Female,37,80301
71534,Male,46,111145
71535,Female,42,87568
71536,Male,30,89038
71537,Female,61,77722
71538,Male,58,101317
71539,Male,33,101065
71540,Female,47,87054
71541,Male,60,84188
71542,Male,50,95621
71543,Male,63,101071
71544,Male,63,106531
71545,Male,35,85214
71546,Male,36,90572
71547,Male,46,111494
71548,Female,35,95170
71549,Male,44,138710
71550,Female,56,92690
71551,Male,58,98015
71552,Female,55,92672
71553,Female,56,83554
71554,Female,26,82983
71555,Male,57,104577
71556,Male,41,88170
71557,Male,56,100069
71558,Male,42,79505
71559,Female,43,88733
71560,Male,54,93460
71561,Male,30,82121
71562,Female,34,89192
71563,Male,63,102020
71564,Male,38,108632
71565,Male,65,97871
71566,Male,30,107499
71567,Male,28,108506
71568,Female,37,108157
71569,Male,60,88139
71570,Male,39,102992
71571,Male,28,110510
71572,Male,48,117818
71573,Male,34,91937
71574,Male,58,89882
71575,Male,31,90753
71576,Female,43,86995
71577,Male,37,93250
71578,Male,32,88209
71579,Male,31,97361
71580,Female,32,93792
71581,Female,31,100919
71582,Female,41,81333
71583,Female,29,83557
71584,Female,64,95290
71585,Female,41,92746
71586,Male,32,83251
71587,Male,61,102625
71588,Female,38,91931
71589,Male,48,97676
71590,Female,38,90392
71591,Female,36,80470
71592,Male,27,92488
71593,Male,33,103942
71594,Female,33,101637
71595,Female,60,101139
71596,Female,41,87682
71597,Female,37,94524
71598,Female,49,96706
71599,Male,37,93415
71600,Male,65,99130
71601,Male,47,100314
71602,Male,56,101745
71603,Male,61,110871
71604,Female,35,82323
71605,Male,59,85924
71606,Female,46,83128
71607,Female,52,85817
71608,Female,28,92507
71609,Male,59,120540
71610,Male,55,101728
71611,Female,41,83914
71612,Male,33,100683
71613,Female,51,102665
71614,Male,35,90511
71615,Male,64,88176
71616,Male,49,99236
71617,Female,28,100943
71618,Male,54,130543
71619,Male,36,95769
71620,Male,44,91304
71621,Male,60,93324
71622,Female,46,76678
71623,Male,30,93674
71624,Male,52,94616
71625,Male,33,103387
71626,Female,55,76281
71627,Female,63,104719
71628,Female,34,78686
71629,Male,52,85250
71630,Male,36,110372
71631,Male,45,82729
71632,Female,36,77006
71633,Male,64,88648
71634,Male,48,105308
71635,Male,27,95835
71636,Male,28,82939
71637,Female,54,78691
71638,Female,51,75658
71639,Female,26,89723
71640,Female,63,102774
71641,Female,34,85606
71642,Male,33,98556
71643,Female,49,93437
71644,Male,63,104328
71645,Female,48,90826
71646,Male,53,110015
71647,Female,28,91415
71648,Female,40,98380
71649,Female,46,98350
71650,Male,52,93271
71651,Female,34,79902
71652,Female,41,99788
71653,Female,56,98036
71654,Female,48,98799
71655,Male,55,95797
71656,Male,63,104670
71657,Female,64,94366
71658,Female,48,91835
71659,Female,58,80745
71660,Female,62,82388
71661,Male,46,98026
71662,Male,27,110108
71663,Female,36,80605
71664,Male,59,86471
71665,Male,60,101018
71666,Female,47,78095
71667,Female,36,84618
71668,Female,36,86094
71669,Male,39,112217
71670,Male,44,103568
71671,Male,55,91970
71672,Male,28,100367
71673,Male,26,93862
71674,Male,52,103459
71675,Male,44,88739
71676,Male,28,103813
71677,Male,57,112908
71678,Female,32,97786
71679,Male,30,112418
71680,Female,54,91076
71681,Female,47,76212
71682,Female,30,99079
71683,Male,29,91993
71684,Male,55,85503
71685,Female,43,108670
71686,Male,56,97335
71687,Male,56,89579
71688,Male,53,99454
71689,Female,26,75494
71690,Male,38,93622
71691,Male,35,104089
71692,Male,54,86635
71693,Male,39,105186
71694,Male,38,79319
71695,Male,62,98703
71696,Female,33,99695
71697,Male,26,111185
71698,Male,36,93384
71699,Female,33,89966
71700,Male,30,96206
71701,Male,31,105127
71702,Male,57,108302
71703,Male,62,100874
71704,Male,37,100530
71705,Female,46,82883
71706,Female,52,102146
71707,Female,60,95538
71708,Male,36,89905
71709,Female,52,107646
71710,Male,48,102110
71711,Female,56,88033
71712,Male,34,108702
71713,Male,47,91924
71714,Female,61,109497
71715,Female,51,92248
71716,Female,56,85866
71717,Female,34,84859
71718,Female,27,84442
71719,Female,48,89973
71720,Female,49,91179
71721,Female,37,76892
71722,Female,26,84419
71723,Male,27,99851
71724,Male,29,86541
71725,Male,31,101732
71726,Male,57,97452
71727,Female,29,92941
71728,Female,30,80247
71729,Male,54,110379
71730,Female,33,94978
71731,Male,26,106832
71732,Male,59,97849
71733,Female,47,87977
71734,Female,45,62911
71735,Male,59,82962
71736,Female,62,99868
71737,Male,65,83925
71738,Male,28,103443
71739,Male,34,93273
71740,Male,48,96585
71741,Female,37,86633
71742,Male,47,100994
71743,Female,48,81437
71744,Male,53,107535
71745,Male,29,109225
71746,Male,51,98676
71747,Male,44,105462
71748,Female,48,103265
71749,Female,47,90226
71750,Female,50,95783
71751,Female,57,97677
71752,Male,30,113089
71753,Female,47,93718
71754,Female,63,72286
71755,Female,38,84837
71756,Male,49,100328
71757,Female,57,87000
71758,Female,63,76759
71759,Female,63,89903
71760,Male,32,103355
71761,Male,27,104129
71762,Female,62,73058
71763,Male,54,97526
71764,Male,32,107545
71765,Male,63,113552
71766,Female,26,98461
71767,Male,46,87833
71768,Male,38,101616
71769,Female,50,71910
71770,Female,27,70667
71771,Male,45,123685
71772,Male,53,99829
71773,Male,52,120823
71774,Male,46,93070
71775,Male,62,106217
71776,Male,59,99065
71777,Female,38,109044
71778,Female,44,103560
71779,Male,47,119252
71780,Female,63,75507
71781,Female,53,91479
71782,Female,33,79929
71783,Female,61,94403
71784,Male,58,94075
71785,Female,41,97776
71786,Male,64,104308
71787,Female,33,92527
71788,Male,27,96273
71789,Female,34,100960
71790,Female,56,97071
71791,Male,40,99574
71792,Female,44,95368
71793,Male,53,102644
71794,Male,50,103295
71795,Male,42,104270
71796,Male,61,83857
71797,Female,65,121517
71798,Male,61,87347
71799,Male,35,97450
71800,Male,40,81090
71801,Female,55,83537
71802,Female,53,105154
71803,Male,34,126076
71804,Male,30,108785
71805,Male,26,111129
71806,Male,52,81637
71807,Female,57,74105
71808,Male,51,110811
71809,Male,36,80301
71810,Female,64,80116
71811,Female,63,89267
71812,Male,28,101941
71813,Male,39,95205
71814,Female,49,89761
71815,Female,58,77259
71816,Male,49,130609
71817,Male,37,92226
71818,Male,51,96316
71819,Male,41,94374
71820,Female,43,75553
71821,Male,42,94353
71822,Female,32,75004
71823,Male,40,92229
71824,Female,50,92372
71825,Female,27,98257
71826,Male,58,106463
71827,Male,35,101854
71828,Female,59,96809
71829,Female,60,92957
71830,Female,48,97962
71831,Male,60,102777
71832,Female,30,84129
71833,Female,55,87393
71834,Female,36,83972
71835,Male,53,110616
71836,Female,61,97650
71837,Female,32,79456
71838,Male,33,98886
71839,Female,53,96830
71840,Female,56,79783
71841,Male,62,101965
71842,Female,41,82733
71843,Male,46,83946
71844,Male,26,95197
71845,Female,62,71826
71846,Male,58,107571
71847,Female,45,90124
71848,Male,39,107827
71849,Male,50,102362
71850,Male,30,111666
71851,Male,51,112428
71852,Female,46,101539
71853,Female,54,83685
71854,Female,61,99535
71855,Male,30,100850
71856,Male,39,105664
71857,Female,29,95723
71858,Male,45,105812
71859,Female,59,99443
71860,Female,61,87498
71861,Male,54,112160
71862,Female,45,98013
71863,Male,60,96508
71864,Male,55,91588
71865,Female,48,77700
71866,Female,34,83464
71867,Female,48,95581
71868,Male,53,100552
71869,Female,55,88061
71870,Female,43,109430
71871,Female,47,106451
71872,Male,47,107477
71873,Female,44,86920
71874,Female,31,89743
71875,Male,31,101753
71876,Female,56,87784
71877,Male,56,99584
71878,Male,36,109301
71879,Male,45,86246
71880,Female,39,90244
71881,Male,64,103119
71882,Male,41,95406
71883,Female,42,75758
71884,Female,57,89917
71885,Female,41,70127
71886,Female,63,88474
71887,Male,39,89331
71888,Female,55,112785
71889,Female,36,89433
71890,Female,28,74497
71891,Male,40,106746
71892,Female,35,94866
71893,Male,35,82437
71894,Female,31,87828
71895,Male,46,120730
71896,Male,48,107630
71897,Male,36,84001
71898,Female,58,94714
71899,Female,36,86990
71900,Male,31,102689
71901,Female,43,77005
71902,Male,27,116666
71903,Female,50,87558
71904,Female,38,91054
71905,Male,56,92601
71906,Female,27,83967
71907,Female,62,99449
71908,Male,32,98332
71909,Female,65,101425
71910,Female,44,115405
71911,Male,49,96513
71912,Female,61,63847
71913,Female,35,86451
71914,Male,45,89066
71915,Male,25,98224
71916,Female,47,87008
71917,Male,43,108620
71918,Male,32,118271
71919,Female,51,98530
71920,Female,43,93496
71921,Male,31,89307
71922,Female,37,79483
71923,Female,45,104519
71924,Male,42,111843
71925,Male,65,94957
71926,Male,38,90154
71927,Female,53,81619
71928,Male,29,94471
71929,Male,39,99401
71930,Female,63,88331
71931,Male,50,91837
71932,Male,59,83986
71933,Female,30,110050
71934,Female,54,70494
71935,Male,60,107489
71936,Male,50,105674
71937,Male,38,127818
71938,Male,26,117843
71939,Male,35,118802
71940,Female,48,83298
71941,Male,37,108933
71942,Male,27,89518
71943,Male,31,102182
71944,Male,64,100968
71945,Female,54,91199
71946,Female,33,82531
71947,Female,27,73879
71948,Male,60,96193
71949,Female,36,96095
71950,Female,57,94051
71951,Female,32,86146
71952,Female,45,100899
71953,Male,64,95611
71954,Female,49,99559
71955,Female,32,84528
71956,Male,26,100349
71957,Male,51,85211
71958,Male,33,91701
71959,Female,35,101824
71960,Male,35,100780
71961,Female,35,92084
71962,Female,62,88019
71963,Female,29,94024
71964,Male,47,84490
71965,Female,34,102133
71966,Male,43,96623
71967,Male,50,111741
71968,Male,31,124417
71969,Female,63,65147
71970,Female,56,98434
71971,Female,41,82763
71972,Male,43,100695
71973,Female,35,81659
71974,Male,42,99919
71975,Female,40,78392
71976,Male,43,68114
71977,Female,46,81861
71978,Female,43,102392
71979,Female,31,75620
71980,Male,59,99663
71981,Female,63,91553
71982,Male,34,109122
71983,Female,31,67398
71984,Male,63,106967
71985,Female,63,80008
71986,Male,50,104388
71987,Female,36,85123
71988,Female,33,100202
71989,Male,29,103618
71990,Female,51,82853
71991,Male,64,105799
71992,Male,59,110855
71993,Female,41,86362
71994,Female,41,108719
71995,Female,49,90545
71996,Female,53,66891
71997,Female,26,99803
71998,Female,32,89742
71999,Female,38,89949
72000,Male,40,95070
72001,Male,35,99771
72002,Female,43,113126
72003,Male,53,108046
72004,Female,41,86257
72005,Female,30,87023
72006,Female,42,93261
72007,Male,59,102876
72008,Male,61,98725
72009,Male,26,90046
72010,Female,27,90985
72011,Male,35,109449
72012,Male,29,107540
72013,Male,45,103643
72014,Female,39,81042
72015,Male,46,113689
72016,Male,60,95676
72017,Male,44,95022
72018,Female,30,90829
72019,Female,51,90063
72020,Female,49,78155
72021,Female,41,116544
72022,Male,34,105045
72023,Female,57,95116
72024,Male,63,90979
72025,Female,26,91941
72026,Male,58,101023
72027,Female,27,84805
72028,Male,35,94195
72029,Male,61,95961
72030,Male,31,109888
72031,Female,50,88625
72032,Male,39,96913
72033,Male,53,99631
72034,Female,53,81399
72035,Male,45,103516
72036,Female,64,92323
72037,Female,29,82263
72038,Male,63,92004
72039,Female,59,92250
72040,Female,35,75627
72041,Female,26,82730
72042,Male,49,96572
72043,Female,56,92195
72044,Male,43,115970
72045,Female,63,101523
72046,Female,62,84444
72047,Male,53,98508
72048,Female,63,91190
72049,Female,59,80766
72050,Female,50,109996
72051,Female,29,86457
72052,Female,39,92368
72053,Female,52,112097
72054,Male,31,95609
72055,Male,39,93586
72056,Male,44,104881
72057,Male,56,87967
72058,Female,61,97905
72059,Female,55,80269
72060,Female,63,87755
72061,Male,52,108168
72062,Male,50,103187
72063,Female,46,97397
72064,Male,28,95842
72065,Female,56,101470
72066,Male,38,96466
72067,Male,32,99853
72068,Male,53,114614
72069,Female,34,96790
72070,Male,55,101551
72071,Female,45,84932
72072,Female,38,108932
72073,Male,38,110418
72074,Female,33,97839
72075,Male,62,98937
72076,Male,65,99717
72077,Male,25,100349
72078,Male,41,96326
72079,Male,48,98892
72080,Male,63,103736
72081,Female,52,90625
72082,Male,58,97935
72083,Male,28,93979
72084,Female,50,92419
72085,Male,56,89280
72086,Female,43,80359
72087,Male,41,104226
72088,Female,30,92700
72089,Male,61,110787
72090,Male,55,106325
72091,Female,51,95856
72092,Female,37,68857
72093,Male,59,113431
72094,Female,34,93660
72095,Male,48,100301
72096,Female,38,95023
72097,Male,26,101419
72098,Male,62,97379
72099,Female,45,96139
72100,Female,35,96030
72101,Female,30,102641
72102,Male,29,112337
72103,Male,25,105673
72104,Female,42,75287
72105,Male,29,116444
72106,Female,47,71737
72107,Male,25,111466
72108,Male,64,92973
72109,Male,51,93829
72110,Female,63,90014
72111,Male,45,107012
72112,Male,53,108808
72113,Male,65,95690
72114,Male,27,95036
72115,Female,59,102907
72116,Male,30,106227
72117,Male,28,112488
72118,Male,53,99473
72119,Male,63,101397
72120,Female,53,93752
72121,Female,64,84610
72122,Female,64,95355
72123,Female,34,75895
72124,Male,56,124097
72125,Male,41,102805
72126,Female,44,84385
72127,Female,26,96334
72128,Male,56,108805
72129,Female,62,97263
72130,Female,31,98967
72131,Female,42,106735
72132,Female,63,101182
72133,Male,54,91852
72134,Female,64,98287
72135,Male,31,109257
72136,Male,53,91153
72137,Male,57,97444
72138,Male,35,99328
72139,Male,59,93427
72140,Male,44,93198
72141,Female,41,87871
72142,Female,39,86594
72143,Female,41,102009
72144,Male,39,90839
72145,Female,40,79584
72146,Female,56,87895
72147,Female,37,81671
72148,Male,43,113121
72149,Male,25,92754
72150,Female,28,69206
72151,Male,43,100101
72152,Female,47,102839
72153,Male,29,101707
72154,Female,50,101971
72155,Female,64,75986
72156,Female,59,99621
72157,Male,58,95100
72158,Male,38,103025
72159,Female,31,111525
72160,Male,61,114975
72161,Male,39,118370
72162,Male,64,95283
72163,Male,47,99865
72164,Female,57,103488
72165,Male,61,93640
72166,Male,61,81134
72167,Male,48,98811
72168,Male,61,82358
72169,Male,63,88127
72170,Male,46,92539
72171,Male,64,98640
72172,Female,52,83160
72173,Male,65,106937
72174,Female,50,94118
72175,Female,54,83781
72176,Male,44,118240
72177,Female,36,103348
72178,Male,58,94747
72179,Male,28,89276
72180,Female,55,98416
72181,Male,46,76014
72182,Female,50,73344
72183,Male,44,98871
72184,Male,39,116365
72185,Male,41,89397
72186,Female,49,70424
72187,Female,41,85256
72188,Male,47,111552
72189,Female,61,103933
72190,Female,58,86428
72191,Female,45,83316
72192,Female,29,87356
72193,Male,28,89735
72194,Male,41,118413
72195,Female,59,90229
72196,Male,51,100525
72197,Female,49,84477
72198,Male,48,95506
72199,Female,25,97107
72200,Male,40,91571
72201,Male,52,101202
72202,Female,31,81678
72203,Female,33,101903
72204,Male,47,106713
72205,Male,52,102003
72206,Male,56,99595
72207,Male,50,105729
72208,Male,57,105509
72209,Male,61,103089
72210,Female,34,88989
72211,Female,39,85405
72212,Male,25,100035
72213,Male,46,100747
72214,Female,62,91412
72215,Male,26,89792
72216,Male,50,95675
72217,Female,64,83661
72218,Male,58,94092
72219,Female,63,106737
72220,Male,47,105683
72221,Male,39,85388
72222,Female,41,97206
72223,Female,41,91799
72224,Male,47,90291
72225,Male,62,89575
72226,Male,52,112258
72227,Male,48,93169
72228,Male,50,91860
72229,Female,62,94940
72230,Male,28,93423
72231,Male,63,109110
72232,Male,26,109842
72233,Male,37,103701
72234,Female,54,88318
72235,Male,29,87280
72236,Male,40,95148
72237,Male,53,97254
72238,Male,50,92830
72239,Male,61,102151
72240,Female,26,76098
72241,Male,45,97446
72242,Male,49,112758
72243,Male,33,94394
72244,Male,51,83431
72245,Female,42,83275
72246,Male,51,97286
72247,Female,32,94528
72248,Male,35,103509
72249,Female,55,111746
72250,Male,30,112120
72251,Male,37,98810
72252,Female,35,86614
72253,Male,41,102690
72254,Male,28,102396
72255,Female,31,85063
72256,Male,40,82323
72257,Male,63,95152
72258,Female,30,80637
72259,Female,33,100680
72260,Female,61,96159
72261,Female,29,87676
72262,Female,30,98122
72263,Male,44,84141
72264,Female,39,102874
72265,Male,63,100254
72266,Female,38,104391
72267,Female,60,90123
72268,Female,27,89647
72269,Female,63,88262
72270,Male,34,91124
